cord_uid,source_x,title,abstract,authors,url
38kg24nv,PMC,Sharing H5N1 Viruses to Stop a Global Influenza Pandemic,"Indonesia's refusal to share samples of H5N1 virus with World Health Organization for most of 2007 is distressing and potentially dangerous for global public health, argue the authors.","Garrett, Laurie; Fidler, David P",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2080649/
z2u5frvq,PMC,Antibody-Based HIV-1 Vaccines: Recent Developments and Future Directions: A summary report from a Global HIV Vaccine Enterprise Working Group,The authors discuss humoral immune responses to HIV and approaches to designing vaccines that induce viral neutralizing and other potentially protective antibodies.,"Montefiori, David; Sattentau, Quentin; Flores, Jorge; Esparza, José; Mascola, John",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2100141/
6lezilfv,PMC,Host Gene Expression Profiling of Dengue Virus Infection in Cell Lines and Patients,"BACKGROUND: Despite the seriousness of dengue-related disease, with an estimated 50–100 million cases of dengue fever and 250,000–500,000 cases of dengue hemorrhagic fever/dengue shock syndrome each year, a clear understanding of dengue pathogenesis remains elusive. Because of the lack of a disease model in animals and the complex immune interaction in dengue infection, the study of host response and immunopathogenesis is difficult. The development of genomics technology, microarray and high throughput quantitative PCR have allowed researchers to study gene expression changes on a much broader scale. We therefore used this approach to investigate the host response in dengue virus-infected cell lines and in patients developing dengue fever. METHODOLOGY/PRINCIPAL FINDINGS: Using microarray and high throughput quantitative PCR method to monitor the host response to dengue viral replication in cell line infection models and in dengue patient blood samples, we identified differentially expressed genes along three major pathways; NF-κB initiated immune responses, type I interferon (IFN) and the ubiquitin proteasome pathway. Among the most highly upregulated genes were the chemokines IP-10 and I-TAC, both ligands of the CXCR3 receptor. Increased expression of IP-10 and I-TAC in the peripheral blood of ten patients at the early onset of fever was confirmed by ELISA. A highly upregulated gene in the IFN pathway, viperin, was overexpressed in A549 cells resulting in a significant reduction in viral replication. The upregulation of genes in the ubiquitin-proteasome pathway prompted the testing of proteasome inhibitors MG-132 and ALLN, both of which reduced viral replication. CONCLUSION/SIGNIFICANCE: Unbiased gene expression analysis has identified new host genes associated with dengue infection, which we have validated in functional studies. We showed that some parts of the host response can be used as potential biomarkers for the disease while others can be used to control dengue viral replication, thus representing viable targets for drug therapy.","Fink, Joshua; Gu, Feng; Ling, Ling; Tolfvenstam, Thomas; Olfat, Farzad; Chin, Keh Chuang; Aw, Pauline; George, Joshy; Kuznetsov, Vladimir A.; Schreiber, Mark; Vasudevan, Subhash G.; Hibberd, Martin L.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2100376/
88g7iqg3,PMC,Rapid generation of an anthrax immunotherapeutic from goats using a novel non-toxic muramyl dipeptide adjuvant,"BACKGROUND: There is a clear need for vaccines and therapeutics for potential biological weapons of mass destruction and emerging diseases. Anthrax, caused by the bacterium Bacillus anthracis, has been used as both a biological warfare agent and bioterrorist weapon previously. Although antibiotic therapy is effective in the early stages of anthrax infection, it does not have any effect once exposed individuals become symptomatic due to B. anthracis exotoxin accumulation. The bipartite exotoxins are the major contributing factors to the morbidity and mortality observed in acute anthrax infections. METHODS: Using recombinant B. anthracis protective antigen (PA83), covalently coupled to a novel non-toxic muramyl dipeptide (NT-MDP) derivative we hyper-immunized goats three times over the course of 14 weeks. Goats were plasmapheresed and the IgG fraction (not affinity purified) and F(ab')(2 )derivatives were characterized in vitro and in vivo for protection against lethal toxin mediated intoxication. RESULTS: Anti-PA83 IgG conferred 100% protection at 7.5 μg in a cell toxin neutralization assay. Mice exposed to 5 LD(50 )of Bacillus anthracis Ames spores by intranares inoculation demonstrated 60% survival 14 d post-infection when administered a single bolus dose (32 mg/kg body weight) of anti-PA83 IgG at 24 h post spore challenge. Anti-PA83 F(ab')(2 )fragments retained similar neutralization and protection levels both in vitro and in vivo. CONCLUSION: The protection afforded by these GMP-grade caprine immunotherapeutics post-exposure in the pilot murine model suggests they could be used effectively to treat post-exposure, symptomatic human anthrax patients following a bioterrorism event. These results also indicate that recombinant PA83 coupled to NT-MDP is a potent inducer of neutralizing antibodies and suggest it would be a promising vaccine candidate for anthrax. The ease of production, ease of covalent attachment, and immunostimulatory activity of the NT-MDP indicate it would be a superior adjuvant to alum or other traditional adjuvants in vaccine formulations.","Kelly, Cassandra D; O'Loughlin, Chris; Gelder, Frank B; Peterson, Johnny W; Sower, Laurie E; Cirino, Nick M",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2104530/
7gk8uzo0,PMC,Species-specific evolution of immune receptor tyrosine based activation motif-containing CEACAM1-related immune receptors in the dog,"BACKGROUND: Although the impact of pathogens on the evolution of the mammalian immune system is still under debate, proteins, which both regulate immune responses and serve as cellular receptors for pathogens should be at the forefront of pathogen-driven host evolution. The CEA (carcinoembryonic antigen) gene family codes for such proteins and indeed shows tremendous species-specific variation between human and rodents. Since little is known about the CEA gene family in other lineages of placental mammals, we expected to gain new insights into the evolution of the rapidly diverging CEA family by analyzing the CEA family of the dog. RESULTS: Here we describe the complete CEA gene family in the dog. We found that the gene coding for the ITIM-bearing immunoregulatory molecule CEACAM1 gave rise to a recent expansion of the canine CEA gene family by gene duplication, similar to that previously found in humans and mice. However, while the murine and human CEACAMs (carcinoembryonic antigen-related cell adhesion molecules) are predominantly secreted and GPI-anchored, respectively, in the dog, most of the CEACAMs represent ITAM-bearing transmembrane proteins. One of these proteins, CEACAM28, exhibits nearly complete sequence identity with the ligand-binding N domain of CEACAM1, but antagonizing signaling motifs in the cytoplasmic tail. Comparison of nonsynonymous and synonymous substitutions indicates that the CEACAM28 N domain is under the strongest purifying selection of all canine CEACAM1-related CEACAMs. In addition, CEACAM28 shows a similar expression pattern in resting immune cells and tissues as CEACAM1. However, upon activation CEACAM28 mRNA and CEACAM1 mRNA are differentially regulated. CONCLUSION: Thus, CEACAM1 and CEACAM28 are the first paired immune receptors identified within the CEA gene family, which are expressed on T cells and are most likely involved in the fine-tuning of T cell responses. The direction of gene conversion accompanied by purifying selection and expression in immune cells suggests the possibility that CEACAM28 evolved in response to selective pressure imposed by species-specific pathogens.","Kammerer, Robert; Popp, Tanja; Härtle, Stefan; Singer, Bernhard B; Zimmermann, Wolfgang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2110893/
u4qhk802,PMC,A novel subset of putative stem/progenitor CD34(+)Oct-4(+) cells is the major target for SARS coronavirus in human lung,"Identification of the nature of severe acute respiratory syndrome (SARS)-infected cells is crucial toward understanding the pathogenesis. Using multicolor colocalization techniques, we previously reported that SARS(+) cells in the lung of fatally infected patients expressed the only known functional receptor, angiotensin-converting enzyme 2, and also a binding receptor, liver/lymph node–specific ICAM-3–grabbing non-integrin (CD209L). In this study, we show that SARS-infected cells also express the stem/progenitor cell markers CD34 and Oct-4, and do not express cytokeratin or surfactant. These putative lung stem/progenitor cells can also be identified in some non-SARS individuals and can be infected by SARS-coronavirus ex vivo. Infection of these cells may contribute to the loss of lung repair capacity that leads to respiratory failure as clinically observed.","Chen, Yongxiong; Chan, Vera Sau-Fong; Zheng, Bojian; Chan, Kelvin Yuen-Kwong; Xu, Xiaoning; To, Leo Yuk-Fai; Huang, Fang-Ping; Khoo, Ui-Soon; Lin, Chen-Lung Steve",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2118498/
8813y8h5,PMC,Protective immune responses against West Nile virus are primed by distinct complement activation pathways,"West Nile virus (WNV) causes a severe infection of the central nervous system in several vertebrate animals including humans. Prior studies have shown that complement plays a critical role in controlling WNV infection in complement (C) 3(−/−) and complement receptor 1/2(−/−) mice. Here, we dissect the contributions of the individual complement activation pathways to the protection from WNV disease. Genetic deficiencies in C1q, C4, factor B, or factor D all resulted in increased mortality in mice, suggesting that all activation pathways function together to limit WNV spread. In the absence of alternative pathway complement activation, WNV disseminated into the central nervous system at earlier times and was associated with reduced CD8(+) T cell responses yet near normal anti-WNV antibody profiles. Animals lacking the classical and lectin pathways had deficits in both B and T cell responses to WNV. Finally, and somewhat surprisingly, C1q was required for productive infection in the spleen but not for development of adaptive immune responses after WNV infection. Our results suggest that individual pathways of complement activation control WNV infection by priming adaptive immune responses through distinct mechanisms.","Mehlhop, Erin; Diamond, Michael S.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2121216/
3xab3yxc,PMC,Sensitive Commercial NASBA Assay for the Detection of Respiratory Syncytial Virus in Clinical Specimen,"The aim of the study was to evaluate the usability of three diagnostic procedures for the detection of respiratory syncytial virus in clinical samples. Therefore, the FDA cleared CE marked NOW® RSV ELISA, the NucliSENS® EasyQ RSV A+B NASBA, and a literature based inhouse RT-PCR protocol were compared for their relative sensitivities. Thereby, NASBA turned out to be the most sensitive method with a total number of 80 RSV positive samples out of a cohort of 251 nasopharyngeal washings from patients suffering from clinical symptoms, followed by the inhouse RT-PCR (62/251) and ELISA (52/251). Thus, NASBA may serve as a rapid and highly sensitive alternative for RSV diagnostics.","Tillmann, Ramona Liza; Simon, Arne; Müller, Andreas; Schildgen, Oliver",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2137935/
y2nhss9u,PMC,Nucleolus: the fascinating nuclear body,"Nucleoli are the prominent contrasted structures of the cell nucleus. In the nucleolus, ribosomal RNAs are synthesized, processed and assembled with ribosomal proteins. RNA polymerase I synthesizes the ribosomal RNAs and this activity is cell cycle regulated. The nucleolus reveals the functional organization of the nucleus in which the compartmentation of the different steps of ribosome biogenesis is observed whereas the nucleolar machineries are in permanent exchange with the nucleoplasm and other nuclear bodies. After mitosis, nucleolar assembly is a time and space regulated process controlled by the cell cycle. In addition, by generating a large volume in the nucleus with apparently no RNA polymerase II activity, the nucleolus creates a domain of retention/sequestration of molecules normally active outside the nucleolus. Viruses interact with the nucleolus and recruit nucleolar proteins to facilitate virus replication. The nucleolus is also a sensor of stress due to the redistribution of the ribosomal proteins in the nucleoplasm by nucleolus disruption. The nucleolus plays several crucial functions in the nucleus: in addition to its function as ribosome factory of the cells it is a multifunctional nuclear domain, and nucleolar activity is linked with several pathologies. Perspectives on the evolution of this research area are proposed.","Sirri, Valentina; Urcuqui-Inchima, Silvio; Roussel, Pascal; Hernandez-Verdun, Danièle",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2137947/
v5glur2c,PMC,Elevated adipogenesis of marrow mesenchymal stem cells during early steroid-associated osteonecrosis development,"BACKGROUND: Increased bone marrow lipid deposition in steroid-associated osteonecrosis (ON) implies that abnormalities in fat metabolism play an important role in ON development. The increase in lipid deposition might be explained by elevated adipogenesis of marrow mesenchymal stem cells (MSCs). However, it remains unclear whether there is a close association between elevated adipogenesis and steroid-associated ON development. OBJECTIVE: The present study was designed to test the hypothesis that there might be a close association between elevated adipogenesis and steroid-associated ON development. METHODS: ON rabbit model was induced based on our established protocol. Dynamic-MRI was employed for local intra-osseous perfusion evaluation in bilateral femora. Two weeks after induction, bone marrow was harvested for evaluating the ability of adipogenic differentiation of marrow MSCs at both cellular and mRNA level involving adipogenesis-related gene peroxisome proliferator-activated receptor gamma2 (PPARγ2). The bilateral femora were dissected for examining marrow lipid deposition by quantifying fat cell number, fat cell size, lipid deposition area and ON lesions. For investigating association among adipogenesis, lipid deposition and perfusion function with regard to ON occurrence, the rabbits were divided into ON(+ )(with at least one ON lesion) group and ON(- )(without ON lesion) group. For investigating association among adipogenesis, lipid deposition and perfusion function with regard to ON extension, the ON(+ )rabbits were further divided into sub-single-lesion group (SON group: with one ON lesion) and sub-multiple-lesion group (MON group: with more than one ON lesion). RESULTS: Local intra-osseous perfusion index was found lower in either ON(+ )or MON group when compared to either ON(- )or SON group, whereas the marrow fat cells number and area were much larger in either ON(+ )or MON group as compared with ON(- )and SON group. The adipogenic differentiation ability of MSCs and PPARγ2 expression in either ON(+ )or MON group were elevated significantly as compared with either ON(- )or SON group. CONCLUSION: These findings support our hypothesis that there is a close association between elevated adipogenesis and steroid-associated osteonecrosis development.","Sheng, Hui H; Zhang, Ge G; Cheung, Wing Hoi WH; Chan, Chun Wai CW; Wang, Yi Xiang YX; Lee, Kwong Man KM; Wang, Hong Fu HF; Leung, Kwok Sui KS; Qin, Ling L",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2146995/
ffn59sgf,PMC,Saccharomyces cerevisiae: a versatile eukaryotic system in virology,"The yeast Saccharomyces cerevisiae is a well-established model system for understanding fundamental cellular processes relevant to higher eukaryotic organisms. Less known is its value for virus research, an area in which Saccharomyces cerevisiae has proven to be very fruitful as well. The present review will discuss the main achievements of yeast-based studies in basic and applied virus research. These include the analysis of the function of individual proteins from important pathogenic viruses, the elucidation of key processes in viral replication through the development of systems that allow the replication of higher eukayotic viruses in yeast, and the use of yeast in antiviral drug development and vaccine production.","Galao, Rui P; Scheller, Nicoletta; Alves-Rodrigues, Isabel; Breinig, Tanja; Meyerhans, Andreas; Díez, Juana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2148055/
czoul5o8,PMC,World wide web resources on control of nosocomial infections,"Nosocomial infections are a major worldwide cause of death and disability, infection control programs are effective in limiting these infections, especially those acquired in the intensive care unit. The development of the world wide web has provided health care professionals with immediate access to continuously updated information in the field of infection control. We sought to identify websites that contain information on nosocomial infection control by using popular internet search engines, such as Google, Yahoo and AltaVista, and by reviewing relevant publications identified in the PubMed and Current Contents databases. Only those sites that were English language, open access, and developed by a government, academic institution, or national or international scientific association were eligible for inclusion. From a vast number of internet sites initially identified, we selected 49 that provide information on infection control for inclusion in our list of practical and relevant internet resources. Several sites provide general information on infection control practices, whereas others focus on one or a few specific infection(s). We provide health care professionals with a timely and succinct list of open access internet resources that contain information regarding the prevention and control of nosocomial infections in order to help in the dissemination of relevant information and so contribute to the limitation of such hazards.","Siempos, Ilias I; Fragoulis, Konstantinos N; Falagas, Matthew E",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2151856/
jw7wms7c,PMC,A dual-functional paramyxovirus F protein regulatory switch segment: activation and membrane fusion,"Many viral fusion–mediating glycoproteins couple α-helical bundle formation to membrane merger, but have different methods for fusion activation. To study paramyxovirus-mediated fusion, we mutated the SV5 fusion (F) protein at conserved residues L447 and I449, which are adjacent to heptad repeat (HR) B and bind to a prominent cavity in the HRA trimeric coiled coil in the fusogenic six-helix bundle (6HB) structure. These analyses on residues L447 and I449, both in intact F protein and in 6HB, suggest a metamorphic region around these residues with dual structural roles. Mutation of L447 and I449 to aliphatic residues destabilizes the 6HB structure and attenuates fusion activity. Mutation of L447 and I449 to aromatic residues also destabilizes the 6HB structure despite promoting hyperactive fusion, indicating that 6HB stability alone does not dictate fusogenicity. Thus, residues L447 and I449 adjacent to HRB in paramyxovirus F have distinct roles in fusion activation and 6HB formation, suggesting this region is involved in a conformational switch.","Russell, Charles J.; Kantor, Karen L.; Jardetzky, Theodore S.; Lamb, Robert A.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2173521/
16tii0ha,PMC,A bioinformatic filter for improved base-call accuracy and polymorphism detection using the Affymetrix GeneChip® whole-genome resequencing platform,"DNA resequencing arrays enable rapid acquisition of high-quality sequence data. This technology represents a promising platform for rapid high-resolution genotyping of microorganisms. Traditional array-based resequencing methods have relied on the use of specific PCR-amplified fragments from the query samples as hybridization targets. While this specificity in the target DNA population reduces the potential for artifacts caused by cross-hybridization, the subsampling of the query genome limits the sequence coverage that can be obtained and therefore reduces the technique's resolution as a genotyping method. We have developed and validated an Affymetrix Inc. GeneChip® array-based, whole-genome resequencing platform for Francisella tularensis, the causative agent of tularemia. A set of bioinformatic filters that targeted systematic base-calling errors caused by cross-hybridization between the whole-genome sample and the array probes and by deletions in the sample DNA relative to the chip reference sequence were developed. Our approach eliminated 91% of the false-positive single-nucleotide polymorphism calls identified in the SCHU S4 query sample, at the cost of 10.7% of the true positives, yielding a total base-calling accuracy of 99.992%.","Pandya, Gagan A.; Holmes, Michael H.; Sunkara, Sirisha; Sparks, Andrew; Bai, Yun; Verratti, Kathleen; Saeed, Kelly; Venepally, Pratap; Jarrahi, Behnam; Fleischmann, Robert D.; Peterson, Scott N.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2175352/
odnpx3ib,PMC,Antidiabetes and Anti-obesity Activity of Lagerstroemia speciosa,"The leaves of Lagerstroemia speciosa (Lythraceae), a Southeast Asian tree more commonly known as banaba, have been traditionally consumed in various forms by Philippinos for treatment of diabetes and kidney related diseases. In the 1990s, the popularity of this herbal medicine began to attract the attention of scientists worldwide. Since then, researchers have conducted numerous in vitro and in vivo studies that consistently confirmed the antidiabetic activity of banaba. Scientists have identified different components of banaba to be responsible for its activity. Using tumor cells as a cell model, corosolic acid was isolated from the methanol extract of banaba and shown to be an active compound. More recently, a different cell model and the focus on the water soluble fraction of the extract led to the discovery of other compounds. The ellagitannin Lagerstroemin was identified as an effective component of the banaba extract responsible for the activity. In a different approach, using 3T3-L1 adipocytes as a cell model and a glucose uptake assay as the functional screening method, Chen et al. showed that the banaba water extract exhibited an insulin-like glucose transport inducing activity. Coupling HPLC fractionation with a glucose uptake assay, gallotannins were identified in the banaba extract as components responsible for the activity, not corosolic acid. Penta-O-galloyl-glucopyranose (PGG) was identified as the most potent gallotannin. A comparison of published data with results obtained for PGG indicates that PGG has a significantly higher glucose transport stimulatory activity than Lagerstroemin. Chen et al. have also shown that PGG exhibits anti-adipogenic properties in addition to stimulating the glucose uptake in adipocytes. The combination of glucose uptake and anti-adipogenesis activity is not found in the current insulin mimetic drugs and may indicate a great therapeutic potential of PGG.","Klein, Guy; Kim, Jaekyung; Himmeldirk, Klaus; Cao, Yanyan; Chen, Xiaozhuo",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2176148/
7haq0e38,PMC,Large-scale purification and crystallization of the endoribonuclease XendoU: troubleshooting with His-tagged proteins,"XendoU is the first endoribonuclease described in higher eukaryotes as being involved in the endonucleolytic processing of intron-encoded small nucleolar RNAs. It is conserved among eukaryotes and its viral homologue is essential in SARS replication and transcription. The large-scale purification and crystallization of recombinant XendoU are reported. The tendency of the recombinant enzyme to aggregate could be reversed upon the addition of chelating agents (EDTA, imidazole): aggregation is a potential drawback when purifying and crystallizing His-tagged proteins, which are widely used, especially in high-throughput structural studies. Purified monodisperse XendoU crystallized in two different space groups: trigonal P3(1)21, diffracting to low resolution, and monoclinic C2, diffracting to higher resolution.","Renzi, Fabiana; Panetta, Gianna; Vallone, Beatrice; Brunori, Maurizio; Arceci, Massimo; Bozzoni, Irene; Laneve, Pietro; Caffarelli, Elisa",http://europepmc.org/articles/pmc2197201?pdf=render
m72a3b8y,PMC,Bovine Respiratory Syncytial Virus (BRSV) Pneumonia in Beef Calf Herds Despite Vaccination,"The present report describes the clinical, pathological, serological and virological findings in calves from 2 larger Danish beef herds experiencing outbreaks of pneumonia. The calves had been vaccinated with an inactivated bovine respiratory syncytial virus (BRSV) vaccine 2 months prior to the outbreak. The clinical signs comprised nasal discharge, pyrexia, cough and increased respiratory rates. A total of 28 calves died in the 2 herds. The laboratory investigations revealed that BRSV was involved and probably initiated both outbreaks. Furthermore, the serological results suggested that the vaccine induced only sparse levels of antibodies probably due to the presence of maternally derived antibodies at the time of vaccination. Necropsy findings in 5 calves revealed changes typical for infectious pneumonia with involvment of BRSV. In conclusion, vaccination of calves against BRSV in 2 Danish beef herds failed to protect the calves against severe or even fatal BRSV mediated respiratory disease 2 months later.","Larsen, LE; Tegtmeier, C; Pedersen, E",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2202333/
fl6wlhjs,PMC,Modeling and detection of respiratory-related outbreak signatures,"BACKGROUND: Time series methods are commonly used to detect disease outbreak signatures (e.g., signals due to influenza outbreaks and anthrax attacks) from varying respiratory-related diagnostic or syndromic data sources. Typically this involves two components: (i) Using time series methods to model the baseline background distribution (the time series process that is assumed to contain no outbreak signatures), (ii) Detecting outbreak signatures using filter-based time series methods. METHODS: We consider time series models for chest radiograph data obtained from Midwest children's emergency departments. These models incorporate available covariate information such as patient visit counts and smoothed ambient temperature series, as well as time series dependencies on daily and weekly seasonal scales. Respiratory-related outbreak signature detection is based on filtering the one-step-ahead prediction errors obtained from the time series models for the respiratory-complaint background. RESULTS: Using simulation experiments based on a stochastic model for an anthrax attack, we illustrate the effect of the choice of filter and the statistical models upon radiograph-attributed outbreak signature detection. CONCLUSION: We demonstrate the importance of using seasonal autoregressive integrated average time series models (SARIMA) with covariates in the modeling of respiratory-related time series data. We find some homogeneity in the time series models for the respiratory-complaint backgrounds across the Midwest emergency departments studied. Our simulations show that the balance between specificity, sensitivity, and timeliness to detect an outbreak signature differs by the emergency department and the choice of filter. The linear and exponential filters provide a good balance.","Craigmile, Peter F; Kim, Namhee; Fernandez, Soledad A; Bonsu, Bema K",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2203979/
74d2mb70,PMC,The costs of preventing the spread of respiratory infection in family physician offices: a threshold analysis,"BACKGROUND: Influenza poses concerns about epidemic respiratory infection. Interventions designed to prevent the spread of respiratory infection within family physician (FP) offices could potentially have a significant positive influence on the health of Canadians. The main purpose of this paper is to estimate the explicit costs of such an intervention. METHODS: A cost analysis of a respiratory infection control was conducted. The costs were estimated from the perspective of provincial government. In addition, a threshold analysis was conducted to estimate a threshold value of the intervention's effectiveness that could generate potential savings in terms of averted health-care costs by the intervention that exceed the explicit costs. The informational requirements for these implicit costs savings are high, however. Some of these elements, such as the cost of hospitalization in the event of contacting influenza, and the number of patients passing through the physicians' office, were readily available. Other pertinent points of information, such as the proportion of infected people who require hospitalization, could be imported from the existing literature. We take an indirect approach to calculate a threshold value for the most uncertain piece of information, namely the reduction in the probability of the infection spreading as a direct result of the intervention, at which the intervention becomes worthwhile. RESULTS: The 5-week intervention costs amounted to a total of $52,810.71, or $131,094.73 prorated according to the length of the flu season, or $512,729.30 prorated for the entire calendar year. The variable costs that were incurred for this 5-week project amounted to approximately $923.16 per participating medical practice. The (fixed) training costs per practice were equivalent to $73.27 for the 5-week intervention, or $28.14 for 13-week flu season, or $7.05 for an entire one-year period. CONCLUSION: Based on our conservative estimates for the direct cost savings, there are indications that the outreach facilitation intervention program would be cost effective if it can achieve a reduction in the probability of infection on the order of 0.83 (0.77, 1.05) percentage points. A facilitation intervention initiative tailored to the environment and needs of the family medical practice and walk-in clinics is of promise for improving respiratory infection control in the physicians' offices.","Hogg, William; Gray, David; Huston, Patricia; Zhang, Wei",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2204002/
kixzxs68,PMC,Optimal design and validation of antiviral siRNA for targeting HIV-1,"We propose rational designing of antiviral short-interfering RNA (siRNA) targeting highly divergent HIV-1. In this study, conserved regions within HIV-1 genomes were identified through an exhaustive computational analysis, and the functionality of siRNAs targeting the highest possible conserved regions was validated. We present several promising antiviral siRNA candidates that effectively inhibited multiple subtypes of HIV-1 by targeting the best conserved regions in pandemic HIV-1 group M strains.","Naito, Yuki; Nohtomi, Kyoko; Onogi, Toshinari; Uenishi, Rie; Ui-Tei, Kumiko; Saigo, Kaoru; Takebe, Yutaka",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2204037/
gaemgm0t,PMC,Transmissibility of the Influenza Virus in the 1918 Pandemic,"BACKGROUND: With a heightened increase in concern for an influenza pandemic we sought to better understand the 1918 Influenza pandemic, the most devastating epidemic of the previous century. METHODOLOGY/PRINCIPAL FINDINGS: We use data from several communities in Maryland, USA as well as two ships that experienced well-documented outbreaks of influenza in 1918. Using a likelihood-based method and a nonparametric method, we estimate the serial interval and reproductive number throughout the course of each outbreak. This analysis shows the basic reproductive number to be slightly lower in the Maryland communities (between 1.34 and 3.21) than for the enclosed populations on the ships (R(0) = 4.97, SE = 3.31). Additionally the effective reproductive number declined to sub epidemic levels more quickly on the ships (within around 10 days) than in the communities (within 30–40 days). The mean serial interval for the ships was consistent (3.33, SE = 5.96 and 3.81, SE = 3.69), while the serial intervals in the communities varied substantially (between 2.83, SE = 0.53 and 8.28, SE = 951.95). CONCLUSIONS/SIGNIFICANCE: These results illustrate the importance of considering the population dynamics when making statements about the epidemiological parameters of Influenza. The methods that we employ for estimation of the reproductive numbers and the serial interval can be easily replicated in other populations and with other diseases.","White, Laura Forsberg; Pagano, Marcello",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2204055/
chz8luni,PMC,Surfactant therapy for acute respiratory failure in children: a systematic review and meta-analysis,"INTRODUCTION: Exogenous surfactant is used to treat acute respiratory failure in children, although the benefits and harms in this setting are not clear. The objective of the present systematic review is to assess the effect of exogenous pulmonary surfactant on all-cause mortality in children mechanically ventilated for acute respiratory failure. METHODS: We searched the MEDLINE, EMBASE, CINAHL and Ovid Healthstar databases, the bibliographies of included trials and review articles, conference proceedings and trial registries. We included prospective, randomized, controlled trials of pulmonary surfactant that enrolled intubated and mechanically ventilated children with acute respiratory failure. We excluded trials that exclusively enrolled neonates or patients with asthma. Two reviewers independently rated trials for inclusion, extracted data and assessed the methodologic quality. We quantitatively pooled the results of trials, where suitable, using a random effects model. RESULTS: Six trials randomizing 314 patients were included. Surfactant use reduced mortality (relative risk = 0.7, 95% confidence interval = 0.4 to 0.97, P = 0.04), was associated with increased ventilator-free days (weighted mean difference = 2.5 days, 95% confidence interval = 0.3 to 4.6 days, P = 0.02) and reduced the duration of ventilation (weighted mean difference = 2.3 days, 95% confidence interval = 0.1 to 4.4 days, P = 0.04). CONCLUSION: Surfactant use decreased mortality, was associated with more ventilator-free days and reduced the duration of ventilation. No serious adverse events were reported.","Duffett, Mark; Choong, Karen; Ng, Vivian; Randolph, Adrienne; Cook, Deborah J",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2206432/
kfwbqp4p,PMC,Clinical review: Update of avian influenza A infections in humans,"Influenza A viruses have a wide host range for infection, from wild waterfowl to poultry to humans. Recently, the cross-species transmission of avian influenza A, particularly subtype H5N1, has highlighted the importance of the non-human subtypes and their incidence in the human population has increased over the past decade. During cross-species transmission, human disease can range from the asymptomatic to mild conjunctivitis to fulminant pneumonia and death. With these cases, however, the risk for genetic change and development of a novel virus increases, heightening the need for public health and hospital measures. This review discusses the epidemiology, host range, human disease, outcome, treatment, and prevention of cross-transmission of avian influenza A into humans.","Sandrock, Christian; Kelly, Terra",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2206439/
